Ticker,Date,Close,ChangePct,Market Cap,YTDpct,Beta,AnalystRating,RecentEarnings,UpcomingEarnings,Sector,FailReason
GLDG,2025-09-29,1.23,1.24,239.04M,47.08,0.5,,,,"GoldMining Inc is a mineral exploration company with a focus on the acquisition, exploration, and development of projects in Colombia, Brazil, the United States, Canada, and Peru. The principal projects are its La Mina Gold project and its Titiribi Gold-Copper project, located in Colombia; Crucero project, located in Peru; Sao Jorge, Batistao, located in Brazil; Yellowknife Gold Project, located in the Northwest Territories, Canada; and various other projects such as Cachoeira, Yarumalito, Whistler, Surubim, Montes Aureos and Trinta, Rea across different locations. The company has two operating segments, with U.S. GoldMining being one distinct operating segment and all other subsidiaries, or Others, being the second operating segment.","Universe,Volume,MarketCap,Beta"
GLE,2025-09-29,0.71,-1.92,13.27M,-57.15,,,,,"Global Engine Group Holding Ltd offers integrated solutions by using ICT solutions to drive business outcomes and innovation. Its service offerings comprise services to telecom operators, including the one-stop shop purchase from telecom license application service to turnkey network setup as well as service outsourcing; business planning, development, technical and operations consulting programs structured to target the cloud computing and data center providers; system design, planning, development and operation services to technology companies; cloud platform deployment, IT system design and configuration services, maintenance services, data center colocation service and cloud service.","Universe,MarketCap,Beta,YTD,MA50x200"
GLIBA,2025-09-29,36.15,0.61,1.03B,16.91,,,,,TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE),"Volume,MarketCap,Beta"
GLIBK,2025-09-29,35.87,1.61,1.01B,15.71,,,,,TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE),"Volume,MarketCap,Beta"
GLMD,2025-09-29,1.4,0.0,7.67M,-57.83,0.9,,,,"Galmed Pharmaceuticals Ltd is a biopharmaceutical company. It focuses on the development of Aramchol. exclusively on developing Aramchol for the treatment of liver disease and were previously developing Aramchol for primary sclerosing cholangitis, PSC, and exploring the feasibility of developing Aramchol for other fibro-inflammatory indications outside of NASH and fibrosis. The company is currently seeking to advance the development of Aramchol for oncological indications outside of NASH and fibrosis.","Universe,Volume,MarketCap,Beta,YTD,MA50x200"
GLNG,2025-09-29,40.0,-1.5,4.15B,-8.76,0.94,,,,"Golar LNG Ltd is a midstream LNG company that operates in the transportation, regasification, liquefaction, and trading of LNG. The segment in which the group operates includes Shipping, FLNG (Floating Liquefaction Natural Gas vessels), and Corporate and other. It generates maximum revenue from the FLNG segment.","Beta,StochRSI"
GLOB,2025-09-29,60.32,3.98,2.56B,-71.69,1.64,,,,Globant is a next-generation IT services company that primarily assists clients with their digital transformation efforts by creating customized software for them. The company was founded in 2003 in Argentina but is currently headquartered in Luxembourg and primarily serves clients in the US and Latin America. Globant's client base is relatively concentrated in the media and entertainment and financial services industries.,"MarketCap,YTD,StochRSI,MA50x200"
GLP,2025-09-29,48.91,-2.16,1.69B,4.27,0.7,,,,WHOLESALE-PETROLEUM BULK STATIONS & TERMINALS,"Volume,MarketCap,Beta,StochRSI,MA50x200"
GLPI,2025-09-29,46.93,0.11,13.27B,-1.76,0.52,,,,REAL ESTATE INVESTMENT TRUSTS,"Beta,StochRSI,MA50x200"
GLRE,2025-09-29,12.65,-1.98,441.50M,-7.7,0.63,,,,"FIRE, MARINE & CASUALTY INSURANCE","Volume,MarketCap,Beta,StochRSI,MA50x200"
GLSI,2025-09-29,10.22,-1.73,141.75M,-12.95,1.33,,,,PHARMACEUTICAL PREPARATIONS,"Volume,MarketCap"
GLTO,2025-09-29,3.98,-9.64,5.84M,-30.09,1.51,,,,PHARMACEUTICAL PREPARATIONS,"Universe,MarketCap,StochRSI,MA50x200"
GLUE,2025-09-29,7.38,-1.47,462.58M,3.8,1.84,,,,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)","MarketCap,StochRSI"
GLW,2025-09-29,79.92,0.72,67.97B,71.1,1.01,,,,DRAWING & INSULATING OF NONFERROUS WIRE,YTD
GLXG,2025-09-29,3.85,2.09,8.15M,-62.25,,,,,"Galaxy Payroll Group Ltd provides payroll outsourcing, employment, consultancy, and market research services based in Hong Kong. Its client base includes retail, trading, industrial, IT, financial, and professional services industries. Geographically, the company derives maximum revenue from its clients in the People's Republic of China and the rest from Hong Kong, Macau, Taiwan, Japan, Thailand, Singapore, and other countries.","Universe,Volume,MarketCap,Beta,YTD,MA50x200"
GLXY,2025-09-29,34.21,10.7,5.33B,50.03,,,,,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES","Beta,YTD,StochRSI"
GM,2025-09-29,61.31,0.12,58.31B,19.36,1.18,,,,MOTOR VEHICLES & PASSENGER CAR BODIES,StochRSI
GME,2025-09-29,26.95,1.99,11.83B,-12.12,1.53,,,,RETAIL-COMPUTER & COMPUTER SOFTWARE STORES,"StochRSI,MA50x200"
GMED,2025-09-29,56.44,1.33,7.52B,-31.03,1.04,,,,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,MA50x200
GMGI,2025-09-29,1.17,0.0,164.18M,-42.93,0.7,,,,SERVICES-PREPACKAGED SOFTWARE,"Universe,Volume,MarketCap,Beta,StochRSI,MA50x200"
GMHS,2025-09-29,1.43,-0.69,77.14M,-49.47,,,,,"Gamehaus Holdings Inc is a technology-driven mobile game publishing company for small- and medium-sized game developers. It built a diverse game portfolio across multiple genres, including social casino, match, simulation, RPG, puzzle, and bingo, others, and distributes mobile games created by developer partners across a wide range of gaming markets, including in countries such as the U.S., the U.K., Australia, Germany, France, Canada, Brazil, Japan, and India, among others. The company offers a comprehensive package of services covering all aspects of the game life cycle, including (i) game development, (ii) screening and pre-publication testing, (iii) user acquisition, and (iv) monetization.","Universe,MarketCap,Beta,MA50x200"
GMM,2025-09-29,1.92,1.52,55.12M,-50.07,,,,,"Global Mofy AI Ltd operates as a technology solutions provider engaged in virtual content production, digital marketing, and digital assets development for the metaverse industry. It utilizes its proprietary Mofy Lab technology platform which consists of three-dimensional (3D) rebuilt technology and artificial intelligence (AI) interactive technology to create a 3D high-definition virtual version of a wide range of physical world objects such as human, animal, and scenes which can be used in different applications.","Universe,Volume,MarketCap,Beta,YTD,StochRSI,MA50x200"
GMRE,2025-09-29,32.98,-1.54,449.15M,-13.08,0.88,,,,REAL ESTATE INVESTMENT TRUSTS,"Volume,MarketCap,Beta,MA50x200"
GMS,2025-09-03,109.96,-0.01,,30.44,1.23,,,,,"MarketCap,StochRSI"
GNE,2025-09-29,15.11,-1.56,409.98M,-2.26,0.58,,,,ELECTRIC & OTHER SERVICES COMBINED,"Volume,MarketCap,Beta,StochRSI,MA50x200"
GNK,2025-09-29,17.78,-2.95,787.02M,21.95,0.85,,,,DEEP SEA FOREIGN TRANSPORTATION OF FREIGHT,"MarketCap,Beta"
GNL,2025-09-29,8.1,-0.61,1.80B,10.66,0.9,,,,REAL ESTATE INVESTMENT TRUSTS,"MarketCap,Beta"
GNLN,2025-09-29,3.94,13.87,4.80M,-99.69,0.58,,,,"WHOLESALE-DURABLE GOODS, NEC","Universe,Volume,MarketCap,Beta,YTD,StochRSI,MA50x200"
GNLX,2025-09-29,4.2,-0.12,158.65M,74.07,1.43,,,,PHARMACEUTICAL PREPARATIONS,"Universe,Volume,MarketCap,YTD,StochRSI"
GNPX,2025-09-29,0.17,-5.65,7.67M,-81.27,1.18,,,,PHARMACEUTICAL PREPARATIONS,"Universe,Volume,MarketCap,YTD,MA50x200"
GNRC,2025-09-29,166.78,-0.89,9.87B,6.23,1.63,,,,MOTORS & GENERATORS,
GNS,2025-09-29,1.01,3.57,83.11M,56.15,1.98,,,,"Genius Group Ltd is an Edtech and education company that provides entrepreneur education system business development tools and management consultancy services to entrepreneurs and entrepreneur resorts. The company's business consists of two reportable business segments: Education, which involves entrepreneur education, management consultancy, and business development tools; and Campus, consisting of resorts, retreats, and co-working cafes for entrepreneurs. It derives the majority of its revenue from the Education segment. Geographically, it operates in Europe/Middle East/Africa, Asia/Pacific, and North America/South America. The company derives maximum revenue from Europe/Middle East/Africa.","Universe,MarketCap,YTD,StochRSI"
GNSS,2025-09-29,2.24,-7.82,109.73M,-17.65,0.9,,,,HOUSEHOLD AUDIO & VIDEO EQUIPMENT,"Universe,Volume,MarketCap,Beta,MA50x200"
GNTX,2025-09-29,28.57,-1.16,6.34B,1.62,0.82,,,,MOTOR VEHICLE PARTS & ACCESSORIES,Beta
GNTY,2025-09-29,49.22,-1.46,566.82M,45.79,0.88,,,,NATIONAL COMMERCIAL BANKS,"Volume,MarketCap,Beta"
GNW,2025-09-29,8.95,-1.81,3.74B,28.15,0.95,,,,LIFE INSURANCE,"Beta,StochRSI"
GO,2025-09-29,16.06,1.39,1.55B,-1.47,0.39,,,,RETAIL-GROCERY STORES,"MarketCap,Beta,StochRSI"
GOCO,2025-09-29,4.69,3.53,72.43M,-66.26,1.2,,,,"INSURANCE AGENTS, BROKERS & SERVICE","Universe,Volume,MarketCap,YTD,StochRSI,MA50x200"
GOGO,2025-09-29,8.62,-5.43,1.22B,3.86,1.26,,,,"COMMUNICATIONS SERVICES, NEC","MarketCap,StochRSI"
GOLF,2025-09-29,77.35,0.74,4.50B,7.54,0.86,,,,"SPORTING & ATHLETIC GOODS, NEC","Volume,Beta,StochRSI"
GOOD,2025-09-29,12.25,-0.49,573.15M,-24.15,0.78,,,,"LESSORS OF REAL PROPERTY, NEC","Volume,MarketCap,Beta,MA50x200"
GOOG,2025-09-29,245.74,-0.58,2.99T,28.91,1.28,,,,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",
GOOGL,2025-09-29,245.33,-0.49,2.98T,29.51,1.27,,,,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",
GOOS,2025-09-29,13.65,1.04,1.31B,37.46,1.3,,,,"Canada Goose Holdings Inc is a Canada-based company that designs, manufactures, distributes, and retails premium outerwear for men, women, and children. It operates business through three segments namely, Wholesale and Direct to Consumer (DTC), Other. The DTC segment, which is the key revenue driver, comprises sales through country-specific e-commerce platforms and its company-owned retail stores located in luxury shopping locations. The Wholesale segment comprises sales made to a mix of retailers and international distributors, who are partners that have exclusive rights to an entire market, and travel retail locations. Geographically, it has a presence in Canada, the United States, North America, Greater China, Asia, and Europe, the Middle East, and Africa.",MarketCap
GORO,2025-09-29,0.86,-0.68,139.75M,286.71,0.72,,,,GOLD AND SILVER ORES,"Universe,Volume,MarketCap,Beta,YTD,StochRSI"
GORV,2025-09-29,2.2,0.96,8.14M,-92.28,,,,,RETAIL-AUTO DEALERS & GASOLINE STATIONS,"Universe,Volume,MarketCap,Beta,YTD,StochRSI,MA50x200"
GOSS,2025-09-29,2.75,2.04,617.98M,184.02,1.5,,,,PHARMACEUTICAL PREPARATIONS,"Universe,MarketCap,YTD"
GOVX,2025-09-29,0.63,-2.65,16.38M,-74.64,1.4,,,,PHARMACEUTICAL PREPARATIONS,"Universe,Volume,MarketCap,YTD,MA50x200"
GP,2025-09-29,3.09,-1.28,9.53M,-60.48,1.44,,,,"GreenPower Motor Co Inc is the manufacturer and distributor of all-electric charter, school, and city buses. The company offers electric-powered transit buses deploying electric drive and battery technologies with a lightweight chassis and low-floor body. Its product line includes all-electric transit buses, all-electric school buses, and shuttle buses. The company's buses depend on clean sheet design and utilize a custom battery management system and a proprietary flex power system for the drive motors. Geographically, the company generates a majority of its revenue from the United States of America and the rest from Canada.","Universe,Volume,MarketCap,YTD,MA50x200"
GPAT,2025-09-29,10.6,0.05,380.58M,4.39,,,,,BLANK CHECKS,"Volume,MarketCap,Beta,StochRSI"
GPC,2025-09-29,138.78,0.79,19.15B,19.58,0.7,,,,WHOLESALE-MOTOR VEHICLE SUPPLIES & NEW PARTS,Beta
GPI,2025-09-29,437.32,0.41,5.64B,5.06,1.04,,,,RETAIL-AUTO DEALERS & GASOLINE STATIONS,Volume
GPK,2025-09-29,19.39,-0.03,5.75B,-27.58,0.69,,,,PAPERBOARD CONTAINERS & BOXES,"Beta,StochRSI,MA50x200"
GPMT,2025-09-29,2.98,-1.29,143.13M,6.85,1.42,,,,REAL ESTATE INVESTMENT TRUSTS,"Universe,Volume,MarketCap"
GPN,2025-09-29,86.49,2.57,20.46B,-22.71,1.25,,,,"SERVICES-BUSINESS SERVICES, NEC","StochRSI,MA50x200"
GPOR,2025-09-29,179.0,0.15,3.14B,-2.66,0.93,,,,CRUDE PETROLEUM & NATURAL GAS,"Volume,Beta,StochRSI,MA50x200"
GPRE,2025-09-29,9.13,-0.87,603.86M,-7.92,1.23,,,,INDUSTRIAL ORGANIC CHEMICALS,MarketCap
GPRK,2025-09-29,6.67,-2.7,353.24M,-34.27,0.82,,,,"GeoPark Ltd is a Latin American oil and gas exploration and production company with assets in Colombia, Ecuador, Chile, Brazil, and Argentina. The company generates revenue from the sale of crude oil, condensate, and natural gas, net of value-added tax and discounts related to the sale and overriding royalties due to the ex-owners of oil and gas properties where the royalty arrangements represent a retained working interest in the property.","MarketCap,Beta,StochRSI,MA50x200"
GPRO,2025-09-29,2.15,-6.33,365.34M,95.0,1.8,,,,PHOTOGRAPHIC EQUIPMENT & SUPPLIES,"Universe,MarketCap,YTD"
GPUS,2025-09-29,0.46,0.48,33.48M,-90.84,,,,,OIL & GAS FIELD MACHINERY & EQUIPMENT,"Universe,MarketCap,Beta,YTD,StochRSI,MA50x200"
GRAB,2025-09-29,6.09,-0.25,24.91B,28.59,1.07,,,,"Founded in 2012, Grab provides ride-sharing services, food and grocery delivery, and financial services (payments, consumer loans, and enterprise offerings) in eight Southeast-Asian countries through its mobile platform. The company partners with merchants and riders, connecting them with consumers while charging commission to both sides. Grab has a leading market share in and derives 89% of its revenue from its core businesses, ride-sharing and food delivery. Singapore, Indonesia, and Malaysia contributed more than 70% of revenue in 2024. Grab's main competitors in Southeast Asia are Line Man and Goto. Its financial services business is still in its nascent stage and provides minimal revenue currently. The company now also generates advertising revenue.",
GRAF,2025-09-26,10.54,-0.19,303.02M,4.56,,,,,BLANK CHECKS,"Volume,MarketCap,Beta"
GRAL,2025-09-29,59.1,18.54,1.80B,229.83,,,,,SERVICES-MEDICAL LABORATORIES,"MarketCap,Beta,YTD,StochRSI"
GRAN,2025-09-29,3.4,-0.29,84.93M,-26.09,,,,,"Grande Group Ltd is a financial service provider in Hong Kong. It is a financial firm that focuses on providing quality corporate finance advisory services to clients. The company engages in Type 1 (dealing in securities) and Type 6 (advising on corporate finance) regulated activities in Hong Kong. The company's Business division consists of IPO sponsorship and related services, Corporate financial advisory services, and Referral services. The company generates the majority of its revenue from Corporate financial advisory services. Geographically, the company derives the majority of its revenue from Hong Kong.","Universe,Volume,MarketCap,Beta,MA50x200"
GRBK,2025-09-29,73.42,1.62,3.15B,32.55,1.27,,,,OPERATIVE BUILDERS,"Volume,StochRSI"
GRC,2025-09-29,45.14,-1.72,1.21B,21.02,1.16,,,,PUMPS & PUMPING EQUIPMENT,"Volume,MarketCap,StochRSI"
GRCE,2025-09-29,2.99,-3.24,42.73M,-25.25,,,,,PHARMACEUTICAL PREPARATIONS,"Universe,Volume,MarketCap,Beta"
GRDN,2025-09-29,25.8,-0.79,1.65B,29.74,,,,,RETAIL-DRUG STORES AND PROPRIETARY STORES,"Volume,MarketCap,Beta"
GREE,2025-09-29,1.69,0.0,26.49M,2.42,2.28,,,,FINANCE SERVICES,"Universe,Volume,MarketCap,StochRSI"
GREEL,2025-09-26,9.69,-2.36,,7.02,0.88,,,,FINANCE SERVICES,"Volume,MarketCap,Beta,StochRSI"
GRI,2025-09-29,1.94,-0.77,4.90M,-86.61,1.33,,,,PHARMACEUTICAL PREPARATIONS,"Universe,Volume,MarketCap,YTD,MA50x200"
GRMN,2025-09-29,244.85,1.82,46.29B,19.7,0.97,,,,"SEARCH, DETECTION, NAVAGATION, GUIDANCE, AERONAUTICAL SYS","Beta,StochRSI"
GRND,2025-09-29,15.84,0.73,3.02B,-11.78,0.91,,,,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.","Beta,StochRSI,MA50x200"
GRNQ,2025-09-29,1.34,-3.14,11.45M,18.58,0.76,,,,SERVICES-MANAGEMENT CONSULTING SERVICES,"Universe,Volume,MarketCap,Beta,StochRSI"
GRNT,2025-09-29,5.51,-4.42,757.30M,-17.07,0.92,,,,CRUDE PETROLEUM & NATURAL GAS,"MarketCap,Beta,StochRSI,MA50x200"
GRO,2025-09-29,2.64,-6.71,113.85M,-67.53,,,,,"Brazil Potash Corp is a mineral exploration and development company with a potash mining project located in the state of Amazonas, Brazil. The company's technical operations are based in Autazes, Amazonas, Brazil, and Belo Horizonte, Minas Gerais, Brazil. The operating activities of the company include focusing on the extraction and processing of potash ore from the underground mine of the Autazes Project and selling and distributing the processed potash in Brazil.","Universe,Volume,MarketCap,Beta,YTD,MA50x200"
GROV,2025-09-29,1.5,-1.32,62.34M,6.38,1.06,,,,RETAIL-CATALOG & MAIL-ORDER HOUSES,"Universe,Volume,MarketCap"
GROW,2025-09-29,2.74,2.01,34.87M,12.46,0.46,,,,INVESTMENT ADVICE,"Universe,Volume,MarketCap,Beta,StochRSI"
GROY,2025-09-29,3.88,0.13,660.65M,212.51,0.75,,,,"Gold Royalty Corp is a precious metals-focused royalty and mineral streaming company. The company offers creative financing solutions to the metals and mining industry. The company's mission is to acquire royalties, streams and similar interests at varying stages of the mine life cycle to build a balanced portfolio offering near, medium and longer-term attractive returns for investors. It has its business as a single operating segment, being the investment in royalty and mineral stream interests. The company derives maximum revenue from Canada.","Universe,MarketCap,Beta,YTD,StochRSI"
GRPN,2025-09-29,22.95,0.92,919.29M,91.25,1.77,,,,SERVICES-ADVERTISING AGENCIES,"MarketCap,YTD,StochRSI"
GRRR,2025-09-29,19.98,0.39,451.11M,-17.89,1.16,,,,"Gorilla Technology Group Inc is engaged in providing information, software, and data processing services. It is a provider of video intelligence, Internet of Things (IoT) security, edge AI data analytics, and operational technology (OT) security solutions and services. Its reportable segments are video IoT and security convergence and Other segments.","MarketCap,MA50x200"
GRWG,2025-09-29,2.08,25.76,98.62M,18.57,1.9,,,,"RETAIL-BUILDING MATERIALS, HARDWARE, GARDEN SUPPLY","Universe,Volume,MarketCap,StochRSI"
GRYP,2025-09-02,6.9,-10.39,,245.69,,,,,,"MarketCap,Beta,YTD,StochRSI"
GS,2025-09-29,804.75,0.28,242.94B,39.96,1.13,,,,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",StochRSI
GSAT,2025-09-29,35.72,4.47,4.33B,12.33,1.41,,,,"COMMUNICATIONS SERVICES, NEC",StochRSI
GSBC,2025-09-29,60.91,-2.34,706.55M,4.01,0.88,,,,STATE COMMERCIAL BANKS,"Volume,MarketCap,Beta"
GSBD,2025-09-29,10.78,-1.01,1.24B,-11.57,0.59,,,,"Goldman Sachs BDC Inc is a non-diversified, closed-end management investment company that elected to be regulated as a business development company focused on lending to middle-market companies. The investment objective is to generate current income and, to a lesser extent, capital appreciation primarily through direct originations of secured debt, including the first lien, unitranche and second lien debt, and unsecured debt. It invests primarily in U.S. middle-market companies such as banks and the public debt markets. The company focuses on the negotiation and structuring of the loans or securities in which it invests and holding the investments in its portfolio to maturity. It generates majority revenue in the form of interest income and dividend income.","MarketCap,Beta,MA50x200"
GSHD,2025-09-29,74.06,-1.17,1.90B,-29.6,1.21,,,,"INSURANCE AGENTS, BROKERS & SERVICE","Volume,MarketCap,MA50x200"
GSHR,2025-09-23,10.15,0.1,207.61M,1.5,,,,,BLANK CHECKS,"Volume,MarketCap,Beta"
GSIT,2025-09-29,3.67,-4.3,111.71M,12.73,1.57,,,,SEMICONDUCTORS & RELATED DEVICES,"Universe,Volume,MarketCap,StochRSI"
GSIW,2025-09-29,0.14,-7.53,32.72M,-78.69,,,,,"Garden Stage Ltd is a Hong Kong-based financial services provider principally engaged in the provision of placing and underwriting services; securities dealing and brokerage services; and asset management services. Its business is carried out through its wholly owned Operating Subsidiaries: I Win Securities, which is licensed to conduct Type 1 (dealing in securities) regulated activities under the SFO in Hong Kong; and I Win Asset Management, which is licensed to conduct Type 4 (advising on securities) and Type 9 (asset management) regulated activities under the SFO in Hong Kong.","Universe,MarketCap,Beta,YTD,StochRSI,MA50x200"
GSL,2025-09-29,30.95,-2.92,1.14B,36.4,0.75,,,,"Global Ship Lease Inc operates in the container shipping industry. The company owns and charters out containerships under long-term, fixed-rate charters to container liner companies. The majority of the company's revenues are derived from charters to MAERSK. Its fleet consisted of more than 60 containerships.","Volume,MarketCap,Beta"
GSM,2025-09-29,4.36,1.04,804.36M,10.81,1.28,,,,"Ferroglobe PLC provides silicon-based alloys and specialty metals. It produces silicon metal and silicon and manganese-based alloy, serving customers in the specialty chemical, aluminum, solar, steel, and ductile iron foundry industries. The company's business segments include North America- Silicon, North America -Silicon Alloys; Europe Manganese; Europe Silicon Metals; Europe -Silicon Alloys, South Africa Silicon Metals, South Africa-Silicon Alloys, and Other segments The primary raw materials company uses to produce its electrometallurgy products includes its coal and quartz mining operations and its silicon metal and ferroalloy production.","Universe,MarketCap,StochRSI"
GSRT,2025-09-29,10.39,-0.29,297.92M,5.06,,,,,BLANK CHECKS,"MarketCap,Beta"
GSUN,2025-09-29,2.63,0.0,23.40M,-6.07,0.95,,,,"Golden Sun Health Technology Group Ltd is a holding company. Along with its subsidiaries, it is engaged in the provision of education services and e-commerce business in the People's Republic of China. It offers tutorial centers for children and adults, one educational company that partners with high schools to offer language classes to their students, and one logistics company that provides logistics and consulting services. It has also established its wellness brands and an e-commerce platform to promote and sell wellness products. The company operates in the following segments; Education, which generates maximum revenue, and E-commerce.","Universe,Volume,MarketCap,Beta,MA50x200"
GT,2025-09-29,7.58,-3.63,2.25B,-13.43,1.43,,,,TIRES & INNER TUBES,"MarketCap,MA50x200"
GTBP,2025-09-29,0.6,-21.9,2.73M,-79.6,0.83,,,,PHARMACEUTICAL PREPARATIONS,"Universe,Volume,MarketCap,Beta,YTD,StochRSI,MA50x200"
GTE,2025-09-29,4.42,-0.78,157.40M,-41.24,1.23,,,,CRUDE PETROLEUM & NATURAL GAS,"Universe,Volume,MarketCap,StochRSI,MA50x200"
GTEC,2025-09-29,1.27,-6.69,23.66M,-35.58,0.7,,,,GENERAL INDUSTRIAL MACHINERY & EQUIPMENT,"Universe,Volume,MarketCap,Beta,StochRSI,MA50x200"
GTEN,2025-09-29,10.26,0.05,462.02M,-0.05,,,,,BLANK CHECKS,"Volume,MarketCap,Beta,StochRSI"
GTERA,2025-09-29,9.98,0.0,232.86M,0.3,,,,,BLANK CHECKS,"Volume,MarketCap,Beta"
GTES,2025-09-29,24.73,-0.66,6.41B,21.13,1.24,,,,GENERAL INDUSTRIAL MACHINERY & EQUIPMENT,
GTI,2025-09-29,3.6,-3.23,11.94M,-94.0,,,,,ELECTRICAL INDUSTRIAL APPARATUS,"Universe,Volume,MarketCap,Beta,YTD,StochRSI,MA50x200"
GTIM,2025-09-29,1.58,-1.55,16.98M,-38.57,0.63,,,,RETAIL-EATING PLACES,"Universe,Volume,MarketCap,Beta,StochRSI,MA50x200"
GTLB,2025-09-29,47.12,-0.75,7.92B,-16.4,2.01,,,,SERVICES-PREPACKAGED SOFTWARE,MA50x200
GTLS,2025-09-29,199.88,-0.2,9.00B,5.27,1.94,,,,FABRICATED PLATE WORK (BOILER SHOPS),StochRSI
GTM,2025-09-29,11.66,0.91,3.68B,16.3,,,,,SERVICES-PREPACKAGED SOFTWARE,Beta
GTN,2025-09-29,5.72,-1.38,592.10M,70.75,1.48,,,,TELEVISION BROADCASTING STATIONS,"MarketCap,YTD,StochRSI"
GTX,2025-09-29,13.37,-2.94,2.78B,50.0,0.7,,,,MOTOR VEHICLE PARTS & ACCESSORIES,"MarketCap,Beta,StochRSI"
GTY,2025-09-29,26.47,-0.86,1.51B,-10.51,0.44,,,,REAL ESTATE,"Volume,MarketCap,Beta,MA50x200"
GURE,2025-09-29,0.58,-4.42,8.12M,-2.45,0.16,,,,CHEMICALS & ALLIED PRODUCTS,"Universe,Volume,MarketCap,Beta,MA50x200"
GUTS,2025-09-29,1.43,6.72,94.91M,-32.86,,,,,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"Universe,MarketCap,Beta,StochRSI,MA50x200"
GV,2025-09-29,2.13,2.4,8.51M,-7.39,,,,,"Visionary Holdings Inc is a private education providing company located in Canada, with subsidiaries in Canada and market partners in China, that offers high-quality education resources to students around the globe. The company aims to provide access to secondary, college, undergraduate and graduate, and vocational education to students in Canada through technological innovation so that more people can learn, grow, and succeed to their full potential. As a fully integrated provider of educational programs and services in Canada, the company has been serving and will continue to serve both Canadian and international students.","Universe,MarketCap,Beta,StochRSI,MA50x200"
GVA,2025-09-29,108.33,-0.6,4.77B,23.22,0.98,,,,HEAVY CONSTRUCTION OTHER THAN BLDG CONST - CONTRACTORS,Beta
GVH,2025-09-29,4.62,1.32,7.22M,-96.53,,,,,"Globavend Holdings Ltd is an e-commerce logistics provider, it provides integrated cross-border logistics services from Hong Kong to Australia and New Zealand, where it provides customers with a one-stop solution from parcel consolidation to air freight forwarding, customs clearance, on-carriage parcel transportation and delivery. It operates in logistics and freight forwarding industry, which involves the provision of services such as freight transport, freight forwarding, warehouse management, and distribution.","Universe,Volume,MarketCap,Beta,YTD,StochRSI,MA50x200"
GWAV,2025-09-29,6.68,-4.55,4.00M,-91.52,1.27,,,,WHOLESALE-METALS SERVICE CENTERS & OFFICES,"Volume,MarketCap,YTD,StochRSI,MA50x200"
GWH,2025-09-29,1.69,5.62,24.23M,-72.16,2.21,,,,"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES","Universe,Volume,MarketCap,YTD,StochRSI,MA50x200"
GWRE,2025-09-29,231.72,0.58,19.47B,36.71,1.13,,,,SERVICES-PREPACKAGED SOFTWARE,
GWRS,2025-09-29,10.2,0.79,278.03M,-11.54,0.69,,,,WATER SUPPLY,"Volume,MarketCap,Beta,StochRSI,MA50x200"
GWW,2025-09-29,948.5,-1.17,45.91B,-8.95,0.86,,,,WHOLESALE-DURABLE GOODS,"Volume,Beta,MA50x200"
GXAI,2025-09-29,1.68,-0.59,12.04M,-36.36,,,,,SERVICES-PREPACKAGED SOFTWARE,"Universe,MarketCap,Beta,StochRSI"
GXO,2025-09-29,52.98,-1.09,6.13B,23.0,1.35,,,,TRANSPORTATION SERVICES,StochRSI
GYRE,2025-09-29,7.38,3.07,650.32M,-38.5,,,,,PHARMACEUTICAL PREPARATIONS,"Volume,MarketCap,Beta,MA50x200"
GYRO,2025-09-29,9.86,-7.94,23.55M,8.83,,,,,OPERATORS OF NONRESIDENTIAL BUILDINGS,"Volume,MarketCap,Beta,StochRSI"
H,2025-09-29,144.13,1.42,13.57B,-7.79,1.15,,,,HOTELS & MOTELS,StochRSI
HAE,2025-09-29,48.37,0.42,2.32B,-38.3,0.78,,,,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"MarketCap,Beta,MA50x200"
HAFC,2025-09-29,24.67,-1.75,756.46M,8.25,1.14,,,,NATIONAL COMMERCIAL BANKS,"Volume,MarketCap"
HAFN,2025-09-29,6.0,-3.61,3.10B,4.98,,,,,"Hafnia Ltd is one of the tanker owners, transporting oil, oil products and chemicals for national and international oil companies, chemical companies, as well as trading and utility companies. As owners and operators of around 200 vessels, It offers a fully integrated shipping platform, including technical management, commercial and chartering services, pool management, and a large-scale bunker procurement desk.",Beta
HAIN,2025-09-29,1.61,4.87,139.05M,-73.08,0.9,,,,FOOD AND KINDRED PRODUCTS,"Universe,Volume,MarketCap,Beta,YTD,MA50x200"
HAL,2025-09-29,25.16,0.18,21.41B,-9.29,0.96,,,,"OIL & GAS FIELD SERVICES, NEC","Beta,StochRSI,MA50x200"
HALO,2025-09-29,73.52,-0.32,8.63B,53.12,0.74,,,,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)","Beta,YTD"
