Ticker,Date,Close,ChangePct,Market Cap,YTDpct,Beta,AnalystRating,RecentEarnings,UpcomingEarnings,Sector,FailReason
LNN,2025-09-26,139.68,1.21,1.52B,19.62,0.9,,,,FARM MACHINERY & EQUIPMENT,"Volume,MarketCap,Beta"
LNSR,2025-09-26,12.35,2.4,147.39M,42.12,0.65,,,,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"Volume,MarketCap,Beta"
LNT,2025-09-26,66.07,1.33,16.98B,12.92,0.42,,,,ELECTRIC & OTHER SERVICES COMBINED,"Beta,StochRSI"
LNTH,2025-09-26,50.61,-1.67,3.44B,-43.01,0.77,,,,IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES,"Beta,StochRSI,MA50x200"
LNW,2025-09-26,84.96,0.35,7.13B,-0.47,1.31,,,,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,"Volume,MA50x200"
LNZA,2025-09-26,23.52,11.97,54.58M,-85.3,2.37,,,,INDUSTRIAL ORGANIC CHEMICALS,"Volume,MarketCap,YTD,StochRSI,MA50x200"
LOAN,2025-09-26,5.46,0.18,62.46M,-2.15,0.22,,,,REAL ESTATE INVESTMENT TRUSTS,"Volume,MarketCap,Beta,StochRSI,MA50x200"
LOAR,2025-09-26,79.02,1.74,7.40B,6.81,,,,,"AIRCRAFT PARTS & AUXILIARY EQUIPMENT, NEC","Volume,Beta,MA50x200"
LOB,2025-09-26,36.17,-0.63,1.65B,-6.15,1.66,,,,STATE COMMERCIAL BANKS,"Volume,MarketCap"
LOBO,2025-09-26,0.65,0.03,7.73M,-64.29,,,,,"Lobo EV Technologies Ltd is an electric vehicle manufacturer and seller company. It designs, develops, manufactures, and sells e-bicycles, e-mopeds, e-tricycles, and electric off-highway four-wheeled shuttles such as golf carts and mobility scooters for the elderly and disabled persons, also provides automobile information and entertainment software development and design services to customers. The company operates in two operating segments: the Electric vehicles and accessories sales segment, which generates key revenue, and the software royalties and development and design services segment. It generates all of its revenue within the People's Republic of China.","Universe,Volume,MarketCap,Beta,YTD,StochRSI,MA50x200"
LOCL,2025-09-26,2.93,-4.24,64.83M,36.29,0.74,,,,"Local Bounti Corp is a controlled environment agriculture company. Its business model is based on building local facilities, operated by local teams, to deliver fresh and quality produce to local communities while maintaining a limited carbon footprint. Using proprietary technology to grow leafy greens and herbs in smart greenhouses with a cultivation process that uses less water and land than conventional agriculture, free from herbicides or pesticides, it delivers products that have a longer shelf life, and are good in taste.","Universe,Volume,MarketCap,Beta,StochRSI"
LOCO,2025-09-26,10.01,1.01,300.25M,-12.27,0.88,,,,RETAIL-EATING PLACES,"Volume,MarketCap,Beta,StochRSI,MA50x200"
LODE,2025-09-26,3.67,-1.87,180.80M,-50.41,1.36,,,,INDUSTRIAL ORGANIC CHEMICALS,"Universe,Volume,MarketCap,YTD,StochRSI,MA50x200"
LOGI,2025-09-26,108.28,-0.21,15.95B,32.63,1.06,,,,"COMPUTER PERIPHERAL EQUIPMENT, NEC",Volume
LOKV,2025-09-26,10.19,-0.0,292.96M,2.62,,,,,BLANK CHECKS,"Volume,MarketCap,Beta,StochRSI,MA50x200"
LOOP,2025-09-26,1.58,-3.07,75.39M,33.9,0.88,,,,CHEMICALS & ALLIED PRODUCTS,"Universe,Volume,MarketCap,Beta"
LOPE,2025-09-26,216.94,1.23,6.09B,34.1,0.61,,,,SERVICES-EDUCATIONAL SERVICES,"Volume,Beta,StochRSI"
LOVE,2025-09-26,17.32,-1.2,253.05M,-27.59,1.64,,,,RETAIL-FURNITURE STORES,"Volume,MarketCap,MA50x200"
LOW,2025-09-26,257.12,0.62,144.20B,4.11,0.93,,,,RETAIL-LUMBER & OTHER BUILDING MATERIALS DEALERS,Beta
LPA,2025-09-26,5.99,0.67,188.81M,-44.33,,,,,"Logistic Properties of the Americas is a fully-integrated, internally managed real estate company that develops, owns, and manages a diversified portfolio of warehouse logistics assets in Central America and South America. It focuses on modern Class A logistics real estate in high-growth and high-barrier-to-entry markets that are undersupplied and have low penetration rates. The company has three operating segments, based on geographic regions, consisting of Colombia, Peru, and Costa Rica. The company generates the majority of its revenue from the Costa Rica geographical segment.","Volume,MarketCap,Beta,MA50x200"
LPAA,2025-09-26,10.5,0.0,301.88M,4.48,,,,,BLANK CHECKS,"Volume,MarketCap,Beta,StochRSI"
LPBB,2025-09-26,10.43,0.0,299.86M,4.82,,,,,BLANK CHECKS,"Volume,MarketCap,Beta,StochRSI"
LPCN,2025-09-26,2.73,1.87,14.79M,-43.83,0.71,,,,PHARMACEUTICAL PREPARATIONS,"Universe,Volume,MarketCap,Beta,MA50x200"
LPG,2025-09-26,31.21,-0.83,1.33B,23.07,0.82,,,,DEEP SEA FOREIGN TRANSPORTATION OF FREIGHT,"Volume,MarketCap,Beta"
LPLA,2025-09-26,340.52,1.19,27.24B,3.82,0.88,,,,"SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES & SERVICES","Volume,Beta,StochRSI"
LPRO,2025-09-26,2.2,-5.58,259.98M,-61.47,1.68,,,,PERSONAL CREDIT INSTITUTIONS,"Universe,Volume,MarketCap,YTD,StochRSI,MA50x200"
LPSN,2025-09-26,0.65,4.26,97.34M,-55.73,2.41,,,,SERVICES-PREPACKAGED SOFTWARE,"Universe,Volume,MarketCap,YTD,MA50x200"
LPTH,2025-09-26,7.9,21.54,352.89M,108.44,0.98,,,,SEMICONDUCTORS & RELATED DEVICES,"Volume,MarketCap,Beta,YTD"
LPTX,2025-09-26,0.35,1.13,14.50M,-89.13,1.35,,,,PHARMACEUTICAL PREPARATIONS,"Universe,Volume,MarketCap,YTD,StochRSI,MA50x200"
LPX,2025-09-26,84.72,1.59,5.90B,-18.44,1.2,,,,LUMBER & WOOD PRODUCTS (NO FURNITURE),"Volume,MA50x200"
LQDA,2025-09-26,21.8,-2.9,1.88B,80.17,1.03,,,,PHARMACEUTICAL PREPARATIONS,"MarketCap,YTD"
LQDT,2025-09-26,27.3,-0.29,852.77M,-14.58,0.89,,,,"SERVICES-BUSINESS SERVICES, NEC","Volume,MarketCap,Beta,MA50x200"
LRCX,2025-09-26,128.33,0.16,161.83B,77.15,1.91,,,,"SPECIAL INDUSTRY MACHINERY, NEC","YTD,StochRSI"
LRHC,2025-09-26,6.87,2.46,8.41M,-89.46,,,,,REAL ESTATE AGENTS & MANAGERS (FOR OTHERS),"Volume,MarketCap,Beta,YTD,MA50x200"
LRMR,2025-09-26,5.09,4.84,436.08M,27.06,1.3,,,,PHARMACEUTICAL PREPARATIONS,"Volume,MarketCap,StochRSI"
LRN,2025-09-26,148.36,0.51,6.47B,39.51,0.49,,,,SERVICES-EDUCATIONAL SERVICES,"Volume,Beta,StochRSI"
LSAK,2025-09-26,4.16,-0.12,337.59M,-23.76,0.24,,,,"FUNCTIONS RELATED TO DEPOSITORY BANKING, NEC","Universe,Volume,MarketCap,Beta,StochRSI,MA50x200"
LSB,2025-09-19,0.63,-20.68,,-82.63,,,,,,"Universe,Volume,MarketCap,Beta,YTD,MA50x200"
LSBK,2025-09-26,13.06,0.15,102.20M,-1.66,0.2,,,,"SAVINGS INSTITUTION, FEDERALLY CHARTERED","Volume,MarketCap,Beta,StochRSI,MA50x200"
LSCC,2025-09-26,71.35,-0.99,9.77B,27.52,2.03,,,,SEMICONDUCTORS & RELATED DEVICES,StochRSI
LSE,2025-09-26,5.44,4.66,92.66M,5.27,,,,,"Leishen Energy Holding Co Ltd is a provider of clean-energy equipment and integrated solutions to the oil and gas industry, with a commitment to providing customers with high-performance, safe, and cost-effective energy solutions. The company's business segments include clean-energy equipment; oil and gas engineering technical services; new energy production and operation; and digitalization and integration equipment. A majority of its revenue is generated from the clean-energy equipment segment which supplies various equipments, such as reciprocating compressor units, expansion units, wellhead heating systems, wellhead safety control systems, oil-water separation systems, natural gas online sampling systems, oil and gas skid-mounted equipment, and polymer flexible composite pipes.","Volume,MarketCap,Beta,StochRSI,MA50x200"
LSF,2025-09-26,5.83,0.34,62.17M,-27.03,1.05,,,,FOOD AND KINDRED PRODUCTS,"Volume,MarketCap,StochRSI,MA50x200"
LSH,2025-09-26,1.4,2.94,17.50M,-43.32,,,,,ARRANGEMENT OF TRANSPORTATION OF FREIGHT & CARGO,"Universe,Volume,MarketCap,Beta,StochRSI,MA50x200"
LSPD,2025-09-26,11.55,-1.87,1.56B,-26.62,1.83,,,,"Lightspeed Commerce Inc provides an omni-channel commerce-enabling SaaS platform. Its software platform provides customers with the functionality it needs to engage with consumers, manage their operations, accept payments, and grow their businesses. The company sells its platform through a direct sales force in the United States, Canada, United Kingdom, Australia, and other countries. It derives a majority of its revenue from the United States.","Volume,MarketCap"
LSTA,2025-09-26,2.47,4.44,21.63M,-30.81,0.69,,,,PHARMACEUTICAL PREPARATIONS,"Universe,Volume,MarketCap,Beta,StochRSI,MA50x200"
LSTR,2025-09-26,122.1,0.68,4.23B,-28.31,0.78,,,,TRUCKING (NO LOCAL),"Volume,Beta,MA50x200"
LTBR,2025-09-26,21.44,10.29,555.61M,320.39,1.91,,,,SERVICES-MANAGEMENT CONSULTING SERVICES,"Volume,MarketCap,YTD,StochRSI"
LTC,2025-09-26,36.61,0.85,1.69B,7.58,0.43,,,,REAL ESTATE INVESTMENT TRUSTS,"Volume,MarketCap,Beta,StochRSI"
LTH,2025-09-26,27.99,1.16,6.16B,25.01,1.39,,,,SERVICES-MEMBERSHIP SPORTS & RECREATION CLUBS,MA50x200
LTRN,2025-09-26,4.46,2.89,48.11M,35.0,1.31,,,,PHARMACEUTICAL PREPARATIONS,"Universe,Volume,MarketCap,StochRSI"
LTRX,2025-09-26,4.56,-1.08,179.08M,12.04,1.27,,,,COMPUTER COMMUNICATIONS EQUIPMENT,"Universe,Volume,MarketCap"
LUCD,2025-09-26,1.03,-0.96,104.95M,29.72,0.5,,,,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"Universe,Volume,MarketCap,Beta,MA50x200"
LUCK,2025-09-26,10.07,1.82,1.41B,-0.59,,,,,SERVICES-AMUSEMENT & RECREATION SERVICES,"Volume,MarketCap,Beta,StochRSI"
LUCY,2025-09-26,2.03,-0.98,9.29M,-62.34,0.9,,,,OPHTHALMIC GOODS,"Universe,Volume,MarketCap,Beta,YTD,StochRSI,MA50x200"
LUD,2025-09-26,11.05,-13.74,250.72M,176.25,,,,,"Luda Technology Group Ltd is a company that is principally engaged in the manufacture and sale of stainless steel and carbon steel flanges and fittings products and trading of steel pipes, valves, and other steel tubing products. The company has two operating segments: Hong Kong Trading; and PRC Manufacturing. It generates the majority of its revenue from the PRC Manufacturing segment. Geographically it generates the majority of its revenue from the People's Republic of China (PRC).","Volume,MarketCap,Beta,YTD"
LULU,2025-09-26,176.3,2.49,20.91B,-52.65,1.26,,,,APPAREL & OTHER FINISHD PRODS OF FABRICS & SIMILAR MATL,"YTD,StochRSI,MA50x200"
LUMN,2025-09-26,5.92,-0.5,6.07B,5.53,1.92,,,,TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE),
LUNG,2025-09-26,1.74,1.75,70.90M,-73.31,1.47,,,,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"Universe,Volume,MarketCap,YTD,StochRSI,MA50x200"
LUNR,2025-09-26,10.08,-0.2,1.19B,-47.83,2.09,,,,"SEARCH, DETECTION, NAVAGATION, GUIDANCE, AERONAUTICAL SYS","MarketCap,StochRSI,MA50x200"
LUV,2025-09-26,32.53,1.88,17.08B,-2.52,0.99,,,,"AIR TRANSPORTATION, SCHEDULED","Beta,StochRSI"
LVLU,2025-09-26,4.81,1.91,13.22M,-71.87,0.94,,,,RETAIL-CATALOG & MAIL-ORDER HOUSES,"Universe,Volume,MarketCap,Beta,YTD,StochRSI,MA50x200"
LVO,2025-09-26,4.82,6.31,55.63M,-61.13,1.61,,,,RETAIL-EATING PLACES,"Universe,Volume,MarketCap,YTD,StochRSI,MA50x200"
LVRO,2025-09-26,1.79,-2.72,205.11M,-64.2,0.63,,,,"Lavoro Ltd operates in the agricultural inputs retail market, with operations spread across Brazil and Colombia, and an emergent agricultural input trading company in Uruguay. The reportable segments of the company include the Brazil Ag Retail, which comprises companies dedicated to the distribution of agricultural inputs such as crop protection, seeds, fertilizers and specialty products, in Brazil; Latam Ag Retail, which includes companies dedicated to the distribution of agricultural inputs outside Brazil (predominantly in Colombia); and the Crop Care. A substantial part of the company's overall revenue is generated from its Brazil Ag Retail segment.","Universe,Volume,MarketCap,Beta,YTD,StochRSI,MA50x200"
LVS,2025-09-26,54.01,1.79,37.08B,8.24,0.97,,,,HOTELS & MOTELS,"Beta,StochRSI"
LVTX,2025-09-26,1.59,0.12,41.83M,54.37,0.56,,,,PHARMACEUTICAL PREPARATIONS,"Universe,Volume,MarketCap,Beta,YTD,StochRSI"
LVWR,2025-09-26,4.7,-1.47,957.57M,-1.47,1.73,,,,"MOTORCYCLES, BICYCLES & PARTS","Universe,Volume,MarketCap"
LW,2025-09-26,55.22,4.52,7.70B,-16.38,0.61,,,,"CANNED, FROZEN & PRESERVD FRUIT, VEG & FOOD SPECIALTIES",Beta
LWAC,2025-09-24,9.97,0.0,299.85M,-0.2,,,,,BLANK CHECKS,"Volume,MarketCap,Beta,StochRSI"
LWAY,2025-09-26,26.94,2.39,410.20M,8.8,0.77,,,,DAIRY PRODUCTS,"Volume,MarketCap,Beta"
LWLG,2025-09-26,3.58,-8.91,463.40M,65.74,2.31,,,,MISCELLANEOUS PLASTICS PRODUCTS,"Universe,Volume,MarketCap,YTD"
LXEO,2025-09-26,6.77,4.15,365.59M,1.5,,,,,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)","Volume,MarketCap,Beta,StochRSI"
LXFR,2025-09-26,14.0,1.52,374.70M,7.36,1.11,,,,INDUSTRIAL INORGANIC CHEMICALS,"Volume,MarketCap"
LXP,2025-09-26,9.07,-0.77,2.68B,13.23,0.86,,,,REAL ESTATE INVESTMENT TRUSTS,"Volume,MarketCap,Beta"
LXRX,2025-09-26,1.4,4.48,508.76M,80.16,1.7,,,,PHARMACEUTICAL PREPARATIONS,"Universe,Volume,MarketCap,YTD,StochRSI"
LXU,2025-09-26,8.16,1.12,587.00M,5.97,1.22,,,,INDUSTRIAL INORGANIC CHEMICALS,"Volume,MarketCap,StochRSI"
LYB,2025-09-26,49.45,0.96,15.91B,-32.06,0.85,,,,INDUSTRIAL ORGANIC CHEMICALS,"Beta,MA50x200"
LYEL,2025-09-26,12.83,0.86,246.48M,-0.54,1.91,,,,PHARMACEUTICAL PREPARATIONS,"Volume,MarketCap"
LYFT,2025-09-26,21.87,1.39,9.08B,60.22,1.85,,,,"SERVICES-BUSINESS SERVICES, NEC",YTD
LYRA,2025-09-26,6.47,1.73,10.64M,-40.09,0.76,,,,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"Volume,MarketCap,Beta,StochRSI,MA50x200"
LYTS,2025-09-26,23.69,0.08,724.16M,22.3,0.98,,,,ELECTRIC LIGHTING & WIRING EQUIPMENT,"Volume,MarketCap,Beta,StochRSI"
LYV,2025-09-26,161.79,-0.12,37.53B,25.2,1.07,,,,SERVICES-AMUSEMENT & RECREATION SERVICES,
LZ,2025-09-26,10.89,2.74,1.96B,44.05,1.54,,,,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,"Volume,MarketCap,StochRSI"
LZB,2025-09-26,34.81,2.53,1.43B,-19.4,1.11,,,,HOUSEHOLD FURNITURE,"Volume,MarketCap,StochRSI,MA50x200"
LZM,2025-09-26,5.34,-0.56,423.44M,-23.5,1.02,,,,"Lifezone Metals Ltd seeks to support the clean energy transition through the licensing of Hydromet Technology as an alternative to smelting and metals refining and to become an emerging supplier of responsibly sourced, lower-carbon and lower-sulfur dioxide emission metals to the battery, EV, and hydrogen markets modern pre-development exploration-stage metals company. Its business comprises three segments: Metals extraction and refining for developing and operating a vertically integrated base metal operation in the northwest region of Tanzania and Intellectual property licensing comprises patents residing with and managed by the subsidiary and corporate.","Volume,MarketCap,StochRSI"
LZMH,2025-09-26,3.33,-0.89,506.39M,-33.4,,,,,"LZ Technology Holdings Ltd conducts its operations through operating entities formed in the PRC, Lianzhang Portal and its subsidiaries. The Company is an information technology and advertising company with operations organized into three business verticals: (i) Smart Community, (ii) Out-of-Home Advertising, and (iii) Local Life.","Universe,Volume,MarketCap,Beta,StochRSI,MA50x200"
M,2025-09-26,18.0,5.39,4.83B,8.7,1.36,,,,RETAIL-DEPARTMENT STORES,
MA,2025-09-26,565.13,-0.38,510.88B,8.18,0.83,,,,"SERVICES-BUSINESS SERVICES, NEC",Beta
MAA,2025-09-26,139.57,0.6,16.34B,-8.46,0.69,,,,REAL ESTATE INVESTMENT TRUSTS,"Volume,Beta,MA50x200"
MAAS,2025-09-26,3.42,-1.67,758.82M,-38.03,,,,,"Maase Inc formerly, Highest Performances Holdings Inc is a financial technology service group based on family financial asset allocation. The Group operate theree segments: (1) the insurance agency segment, which mainly consists of providing agency services for a wide range of life and non-life insurance products to individual clients, (2) the claims adjusting segment, which consists of providing pre-underwriting survey services, claim adjusting services, disposal of residual value services, loading and unloading supervision services, and consulting services, and (3) the wealth management segment, which mainly consists of providing distribution and managing wealth management services. Maximum revenue is from The Insurance Agency Segment.","Universe,Volume,MarketCap,Beta,StochRSI,MA50x200"
MAC,2025-09-26,17.9,6.8,4.52B,-11.56,1.42,,,,REAL ESTATE INVESTMENT TRUSTS,StochRSI
MACI,2025-09-26,10.55,0.0,228.11M,4.56,,,,,BLANK CHECKS,"Volume,MarketCap,Beta,StochRSI"
MAG,2025-09-03,24.47,-1.17,,69.93,0.98,,,,,"MarketCap,Beta,YTD,StochRSI"
MAGH,2025-09-26,1.39,2.96,46.36M,-65.76,,,,,"Magnitude International Ltd is providing electrical installation services to customers in both the private and public sectors in Singapore. It includes the planning, design, material selection, installation, testing, commissioning and certification of the electrical equipment/systems to be installed. The Group's revenue is derived from Singapore.","Universe,Volume,MarketCap,Beta,YTD,StochRSI"
MAGN,2025-09-26,11.03,5.55,392.67M,-38.82,,,,,PAPER MILLS,"Volume,MarketCap,Beta,StochRSI,MA50x200"
MAIA,2025-09-26,1.62,3.18,53.45M,-22.49,0.54,,,,PHARMACEUTICAL PREPARATIONS,"Universe,Volume,MarketCap,Beta,StochRSI,MA50x200"
MAIN,2025-09-26,63.75,0.05,5.70B,7.58,0.67,,,,"Main Street Capital Corp is an investment firm engaged in providing customized debt and equity financing to lower middle market companies and debt capital to middle market companies. The investment portfolio of the company is typically made to support management buyouts, recapitalizations, growth financings, refinancing, and acquisitions of companies that operate in diverse industry sectors. The group invests in secured debt investments, equity investments, warrants, and other securities of the lower middle market and middle market companies based in the United States. Business functioned through the U.S. region and it derives the majority of its income from the source of fees, commission, and interest.","Volume,Beta"
MAMA,2025-09-26,10.62,-1.76,430.10M,38.46,1.17,,,,SAUSAGES & OTHER PREPARED MEAT PRODUCTS,"Volume,MarketCap,StochRSI"
MAMK,2025-09-26,2.48,2.48,41.23M,-32.79,,,,,"MaxsMaking Inc is a manufacturer of consumer goods with a focus on technology and innovation. It is serving small and medium-sized enterprises and individual e-commerce sellers with their needs for small batch products, It currently use cotton cloth, nylon cloth, polyester, recycled polyethylene terephthalate (rPET) and other materials to produce backpacks, shopping bags, aprons, tablecloths and other consumer goods. It serve enterprises, schools, government agencies, non-profit organizations, e-commerce sellers and various groups and organizations to meet their needs for small-batch products.","Universe,Volume,MarketCap,Beta,StochRSI,MA50x200"
MAMO,2025-09-26,2.87,0.0,119.51M,14.8,,,,,MISCELLANEOUS TRANSPORTATION EQUIPMENT,"Universe,Volume,MarketCap,Beta,StochRSI"
MAN,2025-09-26,38.59,2.14,1.79B,-32.35,0.98,,,,SERVICES-HELP SUPPLY SERVICES,"Volume,MarketCap,Beta,StochRSI,MA50x200"
MANH,2025-09-26,211.56,0.89,12.79B,-21.31,1.26,,,,SERVICES-PREPACKAGED SOFTWARE,Volume
MANU,2025-09-26,15.41,1.72,2.66B,-9.25,0.51,,,,"Manchester United PLC operates as a professional football club with related activities, generating revenue prominently through commercial, broadcasting, and matchday segments. The commercial segment monetizes the various brands via sponsorships, retail, merchandising, apparel, and product licensing. Broadcasting revenue comes from television rights linked to football leagues and competitions, alongside content delivered through its dedicated TV channel all over the globe. Matchday income includes ticket sales, hospitality, merchandise, and services at its stadium. Manchester United is based in England. The company's operations and fan base extends to many countries, supporting a diversified revenue model based on brand engagement and football-related content.","Volume,MarketCap,Beta,StochRSI"
MAPS,2025-09-26,1.14,-1.72,123.00M,-21.38,1.41,,,,SERVICES-PREPACKAGED SOFTWARE,"Universe,Volume,MarketCap,MA50x200"
MAR,2025-09-26,264.21,1.27,71.72B,-3.73,1.06,,,,HOTELS & MOTELS,Volume
MARA,2025-09-26,16.13,0.37,5.98B,-6.28,3.2,,,,FINANCE SERVICES,
MARPS,2025-09-26,4.82,5.47,9.64M,22.34,0.04,,,,OIL ROYALTY TRADERS,"Universe,Volume,MarketCap,Beta,StochRSI"
MAS,2025-09-26,70.44,-0.06,14.75B,-1.65,1.11,,,,"HEATING EQUIP, EXCEPT ELEC & WARM AIR; & PLUMBING FIXTURES",
MASI,2025-09-26,141.4,1.18,7.68B,-16.12,1.03,,,,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,"Volume,MA50x200"
MASK,2025-09-26,0.62,5.41,7.75M,-80.92,,,,,"3 E Network Technology Group Ltd is a business-to-business (B2B) information technology (IT) business solutions provider. It focuses on integrated software and hardware solutions in the property management and exhibition services spaces and expanded software solutions offering to a variety of industries and sectors, including food establishments, real estate, exhibition & conferencing, and clean energy utilities. The business includes two main portfolios, namely the software development portfolio and exhibition and conference portfolio. Maximum revenue is generated from the software development portfolio.","Universe,Volume,MarketCap,Beta,YTD,StochRSI,MA50x200"
MASS,2025-09-26,8.01,-2.55,289.05M,265.75,1.84,,,,"MEASURING & CONTROLLING DEVICES, NEC","Volume,MarketCap,YTD,StochRSI"
MAT,2025-09-26,16.9,1.44,5.45B,-4.68,0.93,,,,DOLLS & STUFFED TOYS,"Beta,MA50x200"
MATH,2025-09-26,3.66,-0.27,144.56M,223.89,0.58,,,,"Metalpha Technology Holding Ltd is a digital asset focused wealth management company. The company predominantly generates revenue from the execution of cryptocurrency-related transactions, which includes the issuance of derivative products to over-the-counter (OTC) clients and its proprietary trading activities. It has partnered with a crypto exchange to provide crypto derivative market-making services for its clients, facilitating the trading of crypto derivative products. In addition, the company also engages in providing traditional financial derivative products, and asset management services. It operates in a single segment which is the trading of proprietary digital assets and derivative contracts, and generates majority of its revenue from Hong Kong.","Universe,Volume,MarketCap,Beta,YTD,StochRSI"
MATV,2025-09-26,11.41,2.06,623.81M,6.44,1.45,,,,PAPER MILLS,"Volume,MarketCap"
MATW,2025-09-26,24.07,0.04,741.14M,-10.95,1.02,,,,NONFERROUS FOUNDRIES (CASTINGS),"Volume,MarketCap"
MATX,2025-09-26,102.78,-0.34,3.27B,-25.42,1.17,,,,WATER TRANSPORTATION,"Volume,MA50x200"
MAX,2025-09-26,12.04,-0.17,639.75M,5.71,1.22,,,,"SERVICES-BUSINESS SERVICES, NEC","Volume,MarketCap"
MAXN,2025-09-26,3.53,-2.49,59.77M,-58.42,2.12,,,,"Maxeon Solar Technologies Ltd is engaged in the manufacturing and marketing of premium solar technology. It owns and operates solar cell and panel manufacturing facilities located in Malaysia, Mexico, and the Philippines. The company's primary products are the Maxeon line of interdigitated back contact (IBC) solar cells and panels, and the Performance line (formerly, P-Series) of shingled solar cells and panels. the Maxeon line of solar panels are the highest-efficiency solar panels on the market with an aesthetically pleasing design, and the Performance line of solar panels offers a high-value and cost-effective solution. It is targeted at residential and small-scale commercial customers across the globe. The company derives its revenue from the United States, Italy, and Rest of world.","Universe,Volume,MarketCap,YTD"
MAYA,2025-09-26,10.23,0.0,152.71M,3.65,,,,,BLANK CHECKS,"Volume,MarketCap,Beta,StochRSI"
MAYS,2025-09-25,38.0,0.0,76.60M,-13.64,,,,,OPERATORS OF NONRESIDENTIAL BUILDINGS,"Volume,MarketCap,Beta,StochRSI,MA50x200"
MAZE,2025-09-26,27.0,2.47,1.18B,69.28,,,,,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)","Volume,MarketCap,Beta,YTD,StochRSI"
MB,2025-09-26,9.74,3.23,165.58M,137.56,,,,,"Masterbeef Group is a full-service restaurant group in Hong Kong, specializing in Taiwanese hotpot and Taiwanese barbecue. The company operates restaurant outlets under the Master Beef and Anping Grill brands. The company operates under a single operating segment, that is the catering service.","Volume,MarketCap,Beta,YTD"
MBAV,2025-09-26,10.56,-0.09,379.50M,4.97,,,,,BLANK CHECKS,"Volume,MarketCap,Beta,StochRSI,MA50x200"
MBBC,2025-09-26,10.43,0.0,30.68M,-23.92,,,,,"SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED","Volume,MarketCap,Beta,StochRSI,MA50x200"
MBC,2025-09-26,13.67,6.05,1.73B,-6.31,1.32,,,,"WOOD HOUSEHOLD FURNITURE, (NO UPHOLSTERED)","Volume,MarketCap"
MBCN,2025-09-26,31.03,0.16,250.76M,11.46,0.89,,,,STATE COMMERCIAL BANKS,"Volume,MarketCap,Beta"
MBI,2025-09-26,7.61,0.66,384.22M,10.29,1.13,,,,SURETY INSURANCE,"Volume,MarketCap,StochRSI"
MBIN,2025-09-26,32.05,-0.03,1.47B,-10.97,1.09,,,,STATE COMMERCIAL BANKS,"Volume,MarketCap,StochRSI,MA50x200"
MBINL,2025-09-26,23.32,0.34,214.54M,-8.26,,,,,STATE COMMERCIAL BANKS,"Volume,MarketCap,Beta,MA50x200"
MBINM,2025-09-26,24.9,0.14,129.48M,-5.0,0.26,,,,STATE COMMERCIAL BANKS,"Volume,MarketCap,Beta,MA50x200"
MBINN,2025-09-26,20.92,0.14,125.52M,0.82,0.56,,,,STATE COMMERCIAL BANKS,"Volume,MarketCap,Beta"
MBIO,2025-09-26,1.59,-0.62,11.51M,-84.78,1.2,,,,PHARMACEUTICAL PREPARATIONS,"Universe,Volume,MarketCap,YTD,StochRSI,MA50x200"
MBLY,2025-09-26,13.85,0.51,11.27B,-30.82,1.71,,,,SERVICES-PREPACKAGED SOFTWARE,MA50x200
MBOT,2025-09-26,3.22,-2.13,170.00M,182.46,1.24,,,,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"Universe,Volume,MarketCap,YTD"
MBRX,2025-09-26,0.49,11.87,24.35M,-72.21,0.62,,,,PHARMACEUTICAL PREPARATIONS,"Universe,Volume,MarketCap,Beta,YTD,StochRSI,MA50x200"
MBUU,2025-09-26,33.34,3.67,641.63M,-8.36,1.3,,,,SHIP & BOAT BUILDING & REPAIRING,"Volume,MarketCap,StochRSI"
MBWM,2025-09-26,45.8,0.09,744.19M,4.64,1.04,,,,STATE COMMERCIAL BANKS,"Volume,MarketCap"
MBX,2025-09-26,17.51,1.04,782.97M,-4.05,,,,,PHARMACEUTICAL PREPARATIONS,"Volume,MarketCap,Beta,StochRSI"
MC,2025-09-26,72.4,0.89,5.37B,-2.43,1.37,,,,INVESTMENT ADVICE,Volume
MCB,2025-09-26,76.33,0.41,795.46M,31.4,1.42,,,,STATE COMMERCIAL BANKS,"Volume,MarketCap"
MCBS,2025-09-26,28.69,-0.38,732.68M,-8.89,1.09,,,,STATE COMMERCIAL BANKS,"Volume,MarketCap"
MCD,2025-09-26,305.24,0.97,217.82B,4.35,0.36,,,,RETAIL-EATING PLACES,"Beta,StochRSI"
MCFT,2025-09-26,21.81,0.93,355.37M,17.76,1.13,,,,SHIP & BOAT BUILDING & REPAIRING,"Volume,MarketCap"
MCHP,2025-09-26,64.42,-0.65,34.77B,13.26,1.68,,,,SEMICONDUCTORS & RELATED DEVICES,StochRSI
